|,|__appid,|__name,|__developer,|__publisher,|__score_rank,|__positive,|__negative,|__userscore,|__owners,|__average_forever,|__average_2weeks,|__median_forever,|__median_2weeks,|__price,|__initialprice,|__discount,,
332360,332360,Spriter Pro,BrashMonkey,BrashMonkey,,207,54,0,"100,000 .. 200,000",427,119,100,119,5999,5999,0,,
297490,297490,Spy Chameleon - RGB Agent,Unfinished Pixel,Unfinished Pixel,,243,31,0,"20,000 .. 50,000",297,0,94,0,499,499,0,,
283980,283980,"Spy Fox in ""Dry Cereal""",Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",,250,14,0,"20,000 .. 50,000",219,0,170,0,699,699,0,,
393380,393380,Squad,Offworld Industries,Offworld Industries,,23270,5926,0,"500,000 .. 1,000,000",2604,308,736,112,3999,3999,0,,
334690,334690,Squirreltopia,Sean Davy, ,,221,66,0,"20,000 .. 50,000",214,0,156,0,99,99,0,,
318430,318430,Squishy the Suicidal Pig,"Tomi Maarela, Elias Viglione",Panic Art Studios,,3000,568,0,"200,000 .. 500,000",154,297,70,297,599,599,0,,
115110,115110,Stacking,Double Fine Productions,Double Fine Productions,,1271,152,0,"200,000 .. 500,000",235,1,142,1,999,999,0,,
383330,383330,Star Chronicles: Delta Quadrant,Alister Software,"Back To Basics Gaming, Alister Software",,156,98,0,"200,000 .. 500,000",225,0,211,0,49,99,51,,
212070,212070,Star Conflict,Star Gem Inc.,Gaijin Entertainment,,8587,2769,0,"2,000,000 .. 5,000,000",725,148,76,78,0,0,0,,
415270,415270,Star Crusade CCG,"ZiMAD, Inc.","ZiMAD, Inc.",,1476,344,0,"100,000 .. 200,000",179,0,45,0,0,0,0,,
70900,70900,Star Ruler,Blind Mind Studios,Blind Mind Studios,,229,44,0,"100,000 .. 200,000",298,0,121,0,999,999,0,,
282590,282590,Star Ruler 2,"Blind Mind Studios, Glacicle",Blind Mind Studios,,494,123,0,"50,000 .. 100,000",393,0,259,0,2499,2499,0,,
334270,334270,Star Traders: 4X Empires,Trese Brothers,Trese Brothers,,33,21,0,"0 .. 20,000",121,0,143,0,999,999,0,,
unknow,unknow,Star Trek,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Star Trek D-A-C,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
9900,9900,Star Trek Online,Cryptic Studios,Perfect World Entertainment,,7594,2370,0,"1,000,000 .. 2,000,000",3329,1004,264,228,0,0,0,,
unknow,unknow,Star Wars - Battlefront II,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
32400,32400,STAR WARS - Dark Forces,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",,1491,170,0,"1,000,000 .. 2,000,000",89,0,19,0,599,599,0,,
32370,32370,STAR WARS - Knights of the Old Republic,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm",,11458,1569,0,"2,000,000 .. 5,000,000",762,511,135,514,999,999,0,,
32430,32430,STAR WARS - The Force Unleashed Ultimate Sith Edition,"LucasArts, Aspyr Studios","LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",,2271,1364,0,"1,000,000 .. 2,000,000",334,10,167,11,1999,1999,0,,
361670,361670,STAR WARS - X-Wing Alliance,Totally Games,"LucasArts, Lucasfilm, Disney Interactive",,181,48,0,"200,000 .. 500,000",142,0,11,0,999,999,0,,
354430,354430,STAR WARS - X-Wing Special Edition,Lucasfim,"LucasArts, Lucasfim, Disney Interactive",,127,47,0,"100,000 .. 200,000",100,0,18,0,999,999,0,,
unknow,unknow,Star Wars Empire at War Gold,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
6020,6020,STAR WARS Jedi Knight - Jedi Academy,"Raven Software, Aspyr (Mac)","LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",,5648,330,0,"1,000,000 .. 2,000,000",518,239,128,252,999,999,0,,
32390,32390,STAR WARS Jedi Knight - Mysteries of the Sith,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",,359,191,0,"500,000 .. 1,000,000",46,0,6,0,299,299,0,,
6030,6030,STAR WARS Jedi Knight II - Jedi Outcast,"Raven Software, Aspyr (Mac)","LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",,2005,215,0,"1,000,000 .. 2,000,000",287,264,75,270,999,999,0,,
32380,32380,STAR WARS Jedi Knight: Dark Forces II,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",,762,314,0,"1,000,000 .. 2,000,000",101,0,17,0,599,599,0,,
208580,208580,STAR WARS Knights of the Old Republic II - The Sith Lords,"Obsidian Entertainment, Aspyr (Mac, Linux, & Windows Update)","LucasArts, Disney Interactive, Lucasfilm, Aspyr (Mac, Linux)",,7967,963,0,"2,000,000 .. 5,000,000",1018,561,224,648,999,999,0,,
6000,6000,STAR WARS Republic Commando,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",,6340,377,0,"1,000,000 .. 2,000,000",287,115,76,121,999,999,0,,
32350,32350,STAR WARS Starfighter,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",,219,232,0,"500,000 .. 1,000,000",58,0,14,0,599,599,0,,
unknow,unknow,STAR WARS X-Wing vs. TIE Fighter,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
32420,32420,STAR WARS: The Clone Wars - Republic Heroes,Krome Studios,"LucasArts, Lucasfilm, Disney Interactive",,166,279,0,"500,000 .. 1,000,000",102,0,17,0,1999,1999,0,,
32500,32500,STAR WARS: The Force Unleashed II,Aspyr Studios,"LucasArts, Lucasfilm, Disney Interactive",,1866,1336,0,"1,000,000 .. 2,000,000",308,121,175,128,1999,1999,0,,
355250,355250,STAR WARS: TIE Fighter Special Edition,Totally Games,"LucasArts, Lucasfilm, Disney Interactive",,204,72,0,"200,000 .. 500,000",136,1,10,1,999,999,0,,
46270,46270,Star Wolves,X-Bow Software,1C Entertainment,,182,41,0,"50,000 .. 100,000",334,0,156,0,399,399,0,,
46280,46280,Star Wolves 2,X-Bow Software,1C Entertainment,,42,51,0,"50,000 .. 100,000",87,0,71,0,399,399,0,,
46260,46260,Star Wolves 3: Civil War,Elite Games Team,1C Entertainment,,309,89,0,"100,000 .. 200,000",238,0,217,0,499,499,0,,
211820,211820,Starbound,Chucklefish,Chucklefish,,73924,7755,0,"2,000,000 .. 5,000,000",3713,417,1755,125,1499,1499,0,,
unknow,unknow,Starbound - Unstable,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
220660,220660,StarDrive,Zero Sum Games,Iceberg Interactive,,545,728,0,"100,000 .. 200,000",885,0,190,0,2999,2999,0,,
252450,252450,StarDrive 2,Zero Sum Games,Iceberg Interactive,,968,749,0,"50,000 .. 100,000",2113,0,1065,0,2999,2999,0,,
341530,341530,Stardust Vanguards,Zanrai Interactive,Zanrai Interactive,,78,19,0,"20,000 .. 50,000",222,0,210,0,399,399,0,,
unknow,unknow,StarForge,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Stargate Resistance,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
373440,373440,Stargazer,John Wizard,Amaranth Games,,63,26,0,"20,000 .. 50,000",236,0,219,0,499,499,0,,
358390,358390,Stargunner,3D Realms,3D Realms (Apogee Software),,53,9,0,"0 .. 20,000",10,0,10,0,0,0,0,,
312960,312960,Starion Tactics,Corncrow Games,,,71,85,0,"50,000 .. 100,000",415,0,340,0,999,999,0,,
336200,336200,Starlaxis Supernova Edition,Spiderwork Games,rokapublish,,32,19,0,"0 .. 20,000",232,0,195,0,899,899,0,,
244770,244770,StarMade,"Schine, GmbH","Schine, GmbH",,1845,760,0,"200,000 .. 500,000",939,0,143,0,1499,1499,0,,
108110,108110,Starpoint Gemini,Little Green Men Games,Iceberg Interactive,,36,74,0,"50,000 .. 100,000",168,0,202,0,1399,1399,0,,
236150,236150,Starpoint Gemini 2,Little Green Men Games,Iceberg Interactive,,2597,1124,0,"500,000 .. 1,000,000",258,0,206,0,3499,3499,0,,
20700,20700,Starscape,Moonpod,Moonpod,,51,15,0,"0 .. 20,000",188,0,221,0,799,799,0,,
230980,230980,Starseed Pilgrim,Droqen,Droqen's Games,,255,190,0,"200,000 .. 500,000",47,0,8,0,599,599,0,,
372030,372030,Starship Rubicon,Wickworks,Cheerful Ghost,,34,2,0,"0 .. 20,000",232,0,219,0,999,999,0,,
243040,243040,Startopia,,Square Enix,,503,66,0,"200,000 .. 500,000",184,0,34,0,699,699,0,,
200350,200350,Starvoid,,,,0,0,0,"0 .. 20,000",50,0,78,0,0,0,0,,
263020,263020,STARWHAL,Breakfall,Breakfall,,564,66,0,"50,000 .. 100,000",181,15,151,15,1199,1199,0,,
380150,380150,STASIS,THE BROTHERHOOD,"THE BROTHERHOOD, Daedalic Entertainment",,913,205,0,"50,000 .. 100,000",331,20,256,20,999,999,0,,
241540,241540,State of Decay,Undead Labs,Microsoft Studios,,14966,2749,0,"500,000 .. 1,000,000",935,0,415,0,0,0,0,,
unknow,unknow,State of Decay Year-One,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,0
209190,209190,Stealth Bastard Deluxe,Curve Studios,Curve Digital,,780,94,0,"200,000 .. 500,000",198,2,120,2,999,999,0,,
unknow,unknow,Stealth Inc 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
261350,261350,Steam Bandits: Outpost,Iocaine Studios,Iocaine Studios,,35,28,0,"0 .. 20,000",780,0,780,0,1999,1999,0,,
341160,341160,Steam Heroes,ProjectorGames,KISS ltd,,29,63,0,"20,000 .. 50,000",537,0,300,0,599,599,0,,
253630,253630,Steam Marines,Worthless Bums,,,163,147,0,"100,000 .. 200,000",293,0,99,0,1999,1999,0,,
252410,252410,SteamWorld Dig,Image & Form Games,Image & Form Games,,4061,310,0,"500,000 .. 1,000,000",288,113,194,113,299,999,70,,
310450,310450,Steel & Steam: Episode 1,Red Meat Games,Digerati Distribution,,31,59,0,"100,000 .. 200,000",54,0,8,0,0,0,0,,
390670,390670,Steel Ocean,ICE Entertainment,Changyou.com Limited,,2841,1256,0,"500,000 .. 1,000,000",577,81,42,90,0,0,0,,
96200,96200,Steel Storm: Burning Retribution,Kot in Action Creative Artel,Kot in Action Creative Artel,,182,115,0,"200,000 .. 500,000",197,0,211,0,1499,1499,0,,
391070,391070,Stellar 2D,quad games,Back To Basics Gaming,,386,600,0,"200,000 .. 500,000",226,273,211,273,49,99,51,,
207150,207150,Stellar Impact,Tindalos Interactive,1C Entertainment,,201,334,0,"50,000 .. 100,000",231,0,173,0,999,999,0,,
347160,347160,Steredenn,Pixelnest Studio,"Pixelnest Studio, Plug In Digital",,595,85,0,"100,000 .. 200,000",228,64,205,64,1299,1299,0,,
251830,251830,Stick it to The Man!,Zoink Games,Ripstone,,544,27,0,"20,000 .. 50,000",194,1,158,1,799,799,0,,
unknow,unknow,Stick RPG 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
46480,46480,Still Life,Microids,Microids,,425,96,0,"100,000 .. 200,000",205,0,86,0,799,799,0,,
46490,46490,Still Life 2,Microids,Microids,,122,154,0,"100,000 .. 200,000",360,0,409,0,799,799,0,,
253250,253250,Stonehearth,Radiant Entertainment,(none),,5196,1669,0,"200,000 .. 500,000",1488,257,734,277,1999,1999,0,,
315920,315920,Stonerid,Enitvare,Enitvare,,118,55,0,"20,000 .. 50,000",186,1,185,1,499,499,0,,
231020,231020,Storm,Eko Software,Eko Software,,63,26,0,"20,000 .. 50,000",170,0,173,0,999,999,0,,
unknow,unknow,STORM Frontline Nation,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
104020,104020,Storm in a Teacup,Cobra Mobile,Cobra Mobile,,91,38,0,"20,000 .. 50,000",61,0,57,0,499,499,0,,
302320,302320,Storm over the Pacific,Wastelands Interactive,Wastelands Interactive,,12,13,0,"0 .. 20,000",98,0,98,0,999,999,0,,
unknow,unknow,Stormrise,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
295250,295250,Stranded,Peter Moorhead,Curve Digital,,125,268,0,"20,000 .. 50,000",149,0,145,0,99,99,0,,
313120,313120,Stranded Deep,Beam Team Games,Beam Team Pty Ltd,,15570,5387,0,"500,000 .. 1,000,000",730,91,332,115,1499,1499,0,,
385150,385150,Stranded In Time,"DQ Team, Hidden Hallow Studio",DQ Team,,57,14,0,"20,000 .. 50,000",442,0,218,0,199,199,0,,
286380,286380,Strata,Graveck,GLITCH,,280,34,0,"50,000 .. 100,000",68,1,45,1,799,799,0,,
283000,283000,Strategic War in Europe,Wastelands Interactive,Wastelands Interactive,,59,79,0,"20,000 .. 50,000",504,0,279,0,1499,1499,0,,
21660,21660,Street Fighter IV,Capcom,Capcom,,294,126,0,"100,000 .. 200,000",1013,0,357,0,1999,1999,0,,
unknow,unknow,Street Fighter V Beta,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
209120,209120,Street Fighter X Tekken,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",,858,691,0,"100,000 .. 200,000",253,2,171,2,2999,2999,0,,
292410,292410,Street Racing Syndicate,Eutechnyx,Funbox Media Ltd,,1867,419,0,"500,000 .. 1,000,000",270,30,198,53,299,299,0,,
346320,346320,Streets of Chaos,SimProse Studios,SimProse Studios,,31,56,0,"100,000 .. 200,000",222,0,211,0,0,0,0,,
unknow,unknow,Strider,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
339280,339280,Strife,S2 Games,S2 Games,,3687,1195,0,"1,000,000 .. 2,000,000",242,0,74,0,0,0,0,,
unknow,unknow,Strife Veteran Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
234160,234160,Strike Suit Infinity,Born Ready Games Ltd.,Born Ready Games,,461,81,0,"100,000 .. 200,000",147,0,71,0,699,699,0,,
209540,209540,Strike Suit Zero,Born Ready Games Ltd.,Born Ready Games,,1206,336,0,"200,000 .. 500,000",186,28,93,28,1999,1999,0,,
288370,288370,Strike Suit Zero: Director's Cut,Born Ready Games,Born Ready Games,,231,60,0,"20,000 .. 50,000",291,0,213,0,1999,1999,0,,
246700,246700,Strike Vector,Ragequit Corporation,Ragequit Corporation,,1562,756,0,"100,000 .. 200,000",160,0,67,0,1199,1199,0,,
unknow,unknow,Strong Bad Episode 1 Homestar Ruiner,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Strong Bad Episode 2 Strong Badia the Free,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Strong Bad Episode 3 Baddest of the Bands,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Strong Bad Episode 4 Dangeresque 3,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Stronghold 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Stronghold 3,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
232890,232890,Stronghold Crusader 2,FireFly Studios,FireFly Studios,,4213,2743,0,"500,000 .. 1,000,000",573,147,217,39,3999,3999,0,,
unknow,unknow,Stronghold Crusader Extreme HD,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
40970,40970,Stronghold Crusader HD,FireFly Studios,FireFly Studios,,4040,166,0,"1,000,000 .. 2,000,000",599,188,165,91,999,999,0,,
40950,40950,Stronghold HD,FireFly Studios,FireFly Studios,,2905,194,0,"1,000,000 .. 2,000,000",360,105,150,107,599,599,0,,
47410,47410,Stronghold Kingdoms,FireFly Studios,FireFly Studios,,4881,2593,0,"1,000,000 .. 2,000,000",4587,243,46,419,0,0,0,,
unknow,unknow,Stronghold Legends,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Stubbs the Zombie in Rebel Without a Pulse,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
324750,324750,StuntMANIA Reloaded,Sector3 Games,Bigger Boat,,46,36,0,"20,000 .. 50,000",216,0,204,0,499,499,0,,
242640,242640,Styx: Master of Shadows,Cyanide Studio,Focus Home Interactive,,4480,951,0,"500,000 .. 1,000,000",392,291,167,291,2999,2999,0,,
unknow,unknow,Sublevel Zero,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
301860,301860,Submerged,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,,2169,758,0,"100,000 .. 200,000",143,25,73,49,1999,1999,0,,
264710,264710,Subnautica,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,89148,5366,0,"2,000,000 .. 5,000,000",1840,325,1054,92,2499,2499,0,,
352700,352700,Subspace Continuum,"Virgin Interactive Entertainment, PriitK",Subspace Continuum,,386,54,0,"100,000 .. 200,000",39,0,6,0,0,0,0,,
unknow,unknow,Substance Painter,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
212110,212110,Sugar Cube: Bittersweet Factory,Turtle Cream,Turtle Cream,,145,48,0,"20,000 .. 50,000",162,0,176,0,174,699,75,,
275570,275570,Summoner,Volition,THQ Nordic,,220,44,0,"50,000 .. 100,000",153,0,25,0,499,499,0,,
379290,379290,Sumo Revise,"John Szymanski, Evan Szymanski, David Szymanski",John Szymanski,,64,66,0,"50,000 .. 100,000",259,0,251,0,499,499,0,,
unknow,unknow,Sun Blast,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
318650,318650,SunAge: Battle for Elysium,vertex4 entertainment ltd.,vertex4 entertainment ltd.,,68,36,0,"0 .. 20,000",853,0,252,0,1499,1499,0,,
304650,304650,SUNLESS SEA,Failbetter Games,Failbetter Games,,5303,1085,0,"500,000 .. 1,000,000",643,45,191,65,1899,1899,0,,
340730,340730,Sunrider Academy,Love in Space,Sekai Project,,813,146,0,"50,000 .. 100,000",369,0,303,0,999,999,0,,
313730,313730,Sunrider: Mask of Arcadius,Love in Space,Sekai Project,,2374,174,0,"500,000 .. 1,000,000",352,0,67,0,0,0,0,,
371180,371180,Super 3-D Noah's Ark,"Wisdom Tree, Inc.","Piko Interactive LLC, Classics Digital",,494,53,0,"50,000 .. 100,000",248,274,250,274,499,499,0,,
250500,250500,Super Amazing Wagon Adventure,sparsevector,sparsevector,,1696,93,0,"100,000 .. 200,000",137,51,48,51,299,299,0,,
262920,262920,Super Chain Crusher Horizon,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",,14,13,0,"20,000 .. 50,000",248,0,208,0,1499,1499,0,,
283080,283080,Super Chibi Knight,PestoForce,"Armor Games Studios, PestoForce",,227,33,0,"20,000 .. 50,000",411,253,196,253,499,499,0,,
212800,212800,Super Crate Box,Vlambeer,Vlambeer,,5959,703,0,"1,000,000 .. 2,000,000",88,78,34,78,0,0,0,,
364690,364690,SUPER DISTRO,KITATUS STUDIOS,KITATUS STUDIOS,,407,685,0,"200,000 .. 500,000",253,0,240,0,99,99,0,,
382480,382480,Super Dungeon Run,Proper Games,Proper Games,,83,39,0,"0 .. 20,000",123,0,173,0,499,499,0,,
unknow,unknow,Super Game Jam,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
221640,221640,Super Hexagon,Terry Cavanagh,Terry Cavanagh,,19761,606,0,"1,000,000 .. 2,000,000",255,12,62,5,299,299,0,,
388340,388340,Super Hipster Lumberjack,Day Dreamer Games,Day Dreamer Games,,291,88,0,"20,000 .. 50,000",39,0,41,0,50,50,0,,
224820,224820,Super House of Dead Ninjas,Megadev,Adult Swim Games,,1299,56,0,"100,000 .. 200,000",241,85,133,161,699,699,0,,
271860,271860,Super Killer Hornet: Resurrection,Flump Studios,KISS ltd,,508,278,0,"200,000 .. 500,000",261,0,262,0,74,499,85,,
44100,44100,Super Laser  Racer,New Star Games Ltd,New Star Games Ltd,,72,11,0,"20,000 .. 50,000",49,0,19,0,499,499,0,,
307270,307270,Super Lemonade Factory,initials,initials,,23,19,0,"0 .. 20,000",107,0,107,0,399,399,0,,
40800,40800,Super Meat Boy,Team Meat,Electronic Arts,,24104,1295,0,"2,000,000 .. 5,000,000",326,102,137,45,1499,1499,0,,
unknow,unknow,Super Monday Night Combat,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
269110,269110,Super Motherload,XGen Studios,XGen Studios,,326,96,0,"50,000 .. 100,000",257,0,142,0,1499,1499,0,,
311190,311190,Super Panda Adventures,BlueEagle Productions,Paul Schneider,,674,24,0,"20,000 .. 50,000",296,0,188,0,499,499,0,,
238530,238530,Super Puzzle Platformer Deluxe,Andrew Morrish,Adult Swim Games,,366,33,0,"50,000 .. 100,000",195,8,94,8,799,799,0,,
235250,235250,Super Sanctum TD,Coffee Stain Studios,Coffee Stain Publishing,,1270,169,0,"100,000 .. 200,000",229,190,90,190,499,499,0,,
95000,95000,Super Splatters,SpikySnail,SpikySnail,,120,35,0,"100,000 .. 200,000",140,21,58,21,999,999,0,,
250700,250700,Super Time Force Ultra,Capybara Games,Capybara Games,,671,72,0,"100,000 .. 200,000",179,0,84,0,1499,1499,0,,
116100,116100,Super Toy Cars,Eclipse Games,Eclipse Games,,201,131,0,"20,000 .. 50,000",142,0,97,0,999,999,0,,
204060,204060,Superbrothers: Sword & Sworcery EP,"Capybara, Superbrothers, Jim Guthrie",Capybara Games,,1756,490,0,"500,000 .. 1,000,000",71,1,25,1,799,799,0,,
349680,349680,Supercharged Robot VULKAISER,ASTRO PORT,Nyu Media,,210,11,0,"20,000 .. 50,000",162,0,157,0,324,499,35,,
unknow,unknow,Superfrog HD,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
282400,282400,SuperPower 2 Steam Edition,GolemLabs,THQ Nordic,,1278,352,0,"100,000 .. 200,000",2138,148,280,249,999,999,0,,
9350,9350,Supreme Commander,Gas Powered Games,Square Enix,,1052,157,0,"500,000 .. 1,000,000",562,121,83,178,1299,1299,0,,
40100,40100,Supreme Commander 2,Gas Powered Games,Square Enix,,5291,897,0,"1,000,000 .. 2,000,000",2073,440,515,94,1299,1299,0,,
9420,9420,Supreme Commander: Forged Alliance,Gas Powered Games,Square Enix,,4902,166,0,"1,000,000 .. 2,000,000",1835,242,404,85,1299,1299,0,,
25910,25910,Supreme Ruler 2020 Gold,BattleGoat Studios,BattleGoat Studios,,137,36,0,"50,000 .. 100,000",671,0,595,0,999,999,0,,
314980,314980,Supreme Ruler Ultimate,BattleGoat Studios,BattleGoat Studios,,429,161,0,"20,000 .. 50,000",7415,2043,911,2043,1999,1999,0,,
73220,73220,Supreme Ruler: Cold War,BattleGoat Studios,BattleGoat Studios,,114,63,0,"20,000 .. 50,000",2400,0,2248,0,999,999,0,,
233720,233720,Surgeon Simulator,Bossa Studios,Bossa Studios,,11395,2456,0,"1,000,000 .. 2,000,000",257,16,145,22,999,999,0,,
355840,355840,Survarium,Vostok Games,Vostok Games,,9895,9372,0,"2,000,000 .. 5,000,000",506,793,49,255,0,0,0,,
unknow,unknow,Survival Postapocalypse Now,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
340050,340050,Survivalist,Bob the Game Development Bot,Ginormocorp Holdings Ltd,,1588,410,0,"200,000 .. 500,000",448,9,155,9,499,499,0,,
258050,258050,Survivor Squad,Endless Loop Studios,Endless Loop Studios,,537,266,0,"100,000 .. 200,000",203,0,150,0,299,299,0,,
331720,331720,Survivor Squad: Gauntlets,Endless Loop Studios,Endless Loop Studios,,118,30,0,"20,000 .. 50,000",287,0,339,0,499,499,0,,
46600,46600,Swarm Arena,Dedication Games,Dedication Games,,41,12,0,"20,000 .. 50,000",138,0,62,0,399,399,0,,
300540,300540,Sweet Lily Dreams,RosePortal Games,Degica,,58,61,0,"100,000 .. 200,000",207,0,140,0,1499,1499,0,,
295730,295730,Sweezy Gunner,Windybeard,Windybeard,,184,37,0,"20,000 .. 50,000",195,0,167,0,399,399,0,,
295930,295930,Swipecart,Micro Factory Games,Micro Factory Games,,254,301,0,"100,000 .. 200,000",124,0,77,0,299,299,0,,
unknow,unknow,Sword Coast Legends,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
327950,327950,Sword of the Samurai,"MicroProse Software, Inc","Retroism, Nightdive Studios",,102,8,0,"20,000 .. 50,000",91,0,145,0,699,699,0,,
42990,42990,Sword of the Stars II: Enhanced Edition,Kerberos Productions,Paradox Interactive,,333,446,0,"100,000 .. 200,000",903,0,62,0,1999,1999,0,,
42890,42890,Sword of the Stars: Complete Collection,Kerberos Productions Inc.,Paradox Interactive,,354,46,0,"100,000 .. 200,000",755,0,97,0,999,999,0,,
233700,233700,Sword of the Stars: The Pit,Kerberos Productions Inc.,Kerberos Productions Inc.,,1056,160,0,"100,000 .. 200,000",596,0,132,0,999,999,0,,
63500,63500,Swords and Soldiers HD,Ronimo Games,Ronimo Games,,559,162,0,"100,000 .. 200,000",104,0,38,0,999,999,0,,
46500,46500,Syberia,Microids,Microids,,2082,256,0,"500,000 .. 1,000,000",214,0,157,0,1299,1299,0,,
unknow,unknow,Syberia 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
252310,252310,Syder Arcade,Studio Evil,Studio Evil,,531,91,0,"100,000 .. 200,000",234,0,201,0,999,999,0,,
207750,207750,Symphony,Empty Clip Studios,Empty Clip Studios,,1157,207,0,"200,000 .. 500,000",246,0,160,0,899,899,0,,
unknow,unknow,Synergy,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,System Protocol One,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
238210,238210,System Shock 2,"Irrational Games, Looking Glass Studios",Nightdive Studios,,4198,271,0,"500,000 .. 1,000,000",244,79,102,81,999,999,0,,
316390,316390,sZone-Online,Cybertime System,Cybertime System,,3189,4873,0,"2,000,000 .. 5,000,000",136,28,22,37,0,0,0,,
280910,280910,T.E.C. 3001,Phoenix Game Studio,BulkyPix,,334,37,0,"20,000 .. 50,000",205,0,168,0,0,0,0,,
286160,286160,Tabletop Simulator,Berserk Games,Berserk Games,,13115,773,0,"1,000,000 .. 2,000,000",1338,250,411,118,1999,1999,0,,
unknow,unknow,Tactical Intervention,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Take Command Second Manassas,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
65730,65730,Take On Helicopters,Bohemia Interactive,Bohemia Interactive,,338,261,0,"200,000 .. 500,000",176,0,36,0,1999,1999,0,,
244030,244030,Take On Mars,Bohemia Interactive,Bohemia Interactive,,850,658,0,"50,000 .. 100,000",893,42,367,42,2699,2699,0,,
236510,236510,Takedown: Red Sabre,Serellan LLC,505 Games,,2136,3383,0,"200,000 .. 500,000",168,79,81,79,499,499,0,,
206370,206370,Tales From Space: Mutant Blobs Attack,DrinkBox Studios,DrinkBox Studios,,542,57,0,"100,000 .. 200,000",190,0,148,0,999,999,0,,
